inn,класс,год_дела,стадия,вес,okved,окопф,выручка,автономия,ликвидность,падение_выручки,ча_отрицательные_2года,убыток_2года,флаги
6163151279,выжил,,,9.81767,,12300,373375,0.703951,2.81715,-0.568387,False,False,
6163212980,выжил,,,9.81767,41.20,12300,128748,0.84604,,-0.421593,False,False,
6163221173,выжил,,,9.81767,77.40,12300,,0.0206186,,,False,False,коэффициент_автономии
6164014123,выжил,,,9.81767,46.69.9,12300,0,1,,1,False,False,падение_выручки
6164116728,выжил,,,9.81767,73.11,12300,732,0.162338,30.5714,0.413931,False,False,
6164135128,выжил,,,9.81767,41.20,12300,,-19.2323,,,,False,коэффициент_автономии
6164135174,выжил,,,9.81767,71.20,12300,178,-1.23304,,,,False,коэффициент_автономии
6164272558,выжил,,,9.81767,46.72,12300,29082,0.153126,1.18081,-0.30688,False,False,
6164304383,выжил,,,9.81767,79.11,12300,2224,0.802296,,-0.770701,False,False,
6164308853,выжил,,,9.81767,82.99,12300,,,,,False,,
6164990862,выжил,,,9.81767,,20906,419,,,,,False,
6165148391,выжил,,,9.81767,46.46.1,12300,34554,0.847013,,-0.0463299,False,False,
6165162340,выжил,,,9.81767,41.20,12300,986,0.948357,,-4.03061,False,False,
6165162396,выжил,,,9.81767,46.61,12300,,1,,,False,,
6165184079,выжил,,,9.81767,46.43,12300,459146,0.330475,1.56678,-0.494295,False,False,
6165188193,выжил,,,9.81767,46.73,12300,244,0.0376589,,-1.93976,False,True,коэффициент_автономии;убыток_2года
6165208146,выжил,,,9.81767,46.73,12300,3572,-11.6066,,-0.45677,False,True,коэффициент_автономии;убыток_2года
6165219927,выжил,,,9.81767,69.10,12300,46,0.163934,,-0.703704,False,False,
6165221235,выжил,,,9.81767,46.49,12300,8531,0.144726,1.25251,-0.372868,False,False,
6165223024,выжил,,,9.81767,,12300,320,0.531328,,0.937414,False,False,падение_выручки
6166102706,выжил,,,9.81767,69.10,12300,,1,,,False,,
6166112711,выжил,,,9.81767,82.99,12300,,-11.0769,,,True,True,коэффициент_автономии;убыток_2года;ча_отрицательные_2года
6166115078,выжил,,,9.81767,,12300,34872,0.675284,,-2.27406,False,False,
6166117413,выжил,,,9.81767,46.36,12300,519653,0.0196878,,0.270021,False,False,коэффициент_автономии
6166121949,выжил,,,9.81767,46.69,12300,4881,0.331256,,,,False,
6167027829,банкрот,2024,Tender,1,46.72.21,12300,7834,0.59202,,-1.27865,False,False,
6167064299,выжил,,,9.81767,68.20.2,12300,1.25775e+06,0.674908,6.43313,-0.247754,False,False,
6167107048,выжил,,,9.81767,46.69.5,12300,487176,0.413951,1.60265,0.265568,False,False,
6168019901,банкрот,2023,ProceedingsStopped,1,42.11,12300,29186,0.0941114,1.89091,-3.05249,False,False,коэффициент_автономии
6168106255,выжил,,,9.81767,,20716,150,,,-0.056338,,False,
6168108943,выжил,,,9.81767,41.20,12300,0,0.0411664,,1,False,False,коэффициент_автономии;падение_выручки
6168110237,выжил,,,9.81767,52.29,12300,6893,0.354467,,-4.96797,False,False,
6168115517,выжил,,,9.81767,49.42,12300,350,0.0592255,,,,False,коэффициент_автономии
6211008578,выжил,,,9.81767,35.30.14,65143,34795,0.803915,1.52533,-0.0542661,False,False,
6213010131,выжил,,,9.81767,,12300,825038,0.567422,0.922551,-0.0442144,False,False,текущая_ликвидность
6215021428,выжил,,,9.81767,,12300,3297,-5.46346,,0.0644154,True,False,коэффициент_автономии;ча_отрицательные_2года
6215023182,выжил,,,9.81767,,20716,,,,,,,
6215033060,выжил,,,9.81767,,71400,,,,,False,,
6226013274,выжил,,,9.81767,,12300,11904,1,,-0.927461,False,False,
6227001232,выжил,,,9.81767,,12200,18057,0.817925,5.47826,-0.961438,False,False,
6227009760,выжил,,,9.81767,71.20.5,12300,,1,,,False,,
6227009810,выжил,,,9.81767,68.20.2,12300,429752,0.0332143,0.967242,-0.164147,False,False,коэффициент_автономии;текущая_ликвидность
6229052793,выжил,,,9.81767,46.3,12300,12371,0.0706732,1.07477,-0.728518,False,True,коэффициент_автономии;убыток_2года
6229053772,выжил,,,9.81767,47.52,65000,,1,,,False,,
6229075871,выжил,,,9.81767,68.20,12300,16615,0.743545,,-1.11656,False,False,
6230054555,выжил,,,9.81767,32.5,12300,14694,0.593284,,0.0406111,False,False,
6230070370,выжил,,,9.81767,69,12300,,0.865721,,,False,,
6230083210,выжил,,,9.81767,68.20,12300,4052,0.262867,0.272846,-0.0443299,False,False,текущая_ликвидность
6230094621,выжил,,,9.81767,52.29,12300,31244,0.0546345,1.49911,-0.17441,False,False,коэффициент_автономии
6230111500,выжил,,,9.81767,43.39,12300,10564,0.00327316,1.00328,,False,False,коэффициент_автономии
6234031372,выжил,,,9.81767,,12300,212623,0.852565,6.4672,0.0431482,False,False,
6234071752,выжил,,,9.81767,68.20,12300,32007,0.908552,,-0.0856455,False,False,
6234081510,выжил,,,9.81767,62.01,12300,1721,0.633663,2.72973,-2.51224,False,False,
6234084857,выжил,,,9.81767,45.31.1,12300,0,0.990617,106.571,,False,True,убыток_2года
6234089703,выжил,,,9.81767,47.73,12300,266555,0.723833,,0.217212,False,False,
6234094421,выжил,,,9.81767,46.47.1,12300,3300,-0.161321,,0.296825,True,False,коэффициент_автономии;ча_отрицательные_2года
6234106324,выжил,2025,Tender,9.81767,,12300,104070,0.0902272,1.19587,-0.166077,False,False,коэффициент_автономии
6234135950,выжил,,,9.81767,46.73,12165,15301,0.0748111,0.928813,-0.179722,False,False,коэффициент_автономии;текущая_ликвидность
6234160787,банкрот,2023,ProceedingsStopped,1,41.20,12300,,-2470.1,0.000404678,,False,,коэффициент_автономии;текущая_ликвидность
6234161445,выжил,,,9.81767,95.11,12300,2447,0.234016,,0.369979,False,False,
6234178329,выжил,,,9.81767,74.90,12300,5517,0.0456575,0.650861,0.0329535,False,False,коэффициент_автономии;текущая_ликвидность
6234184837,выжил,,,9.81767,86.23,12300,5788,0.298065,2.1938,-0.302723,False,False,
6311114393,выжил,,,9.81767,46.73.3,12300,14579,0.554278,,-1.12801,False,False,
6311139510,выжил,,,9.81767,,12300,6340,0.959986,24.9534,-1.21291,False,False,
6311178485,выжил,,,9.81767,90.02,12300,144,0.819865,,-0.0212766,False,False,
6311184538,выжил,,,9.81767,,12300,7237,0.0145459,,0.174141,False,False,коэффициент_автономии
6312105401,выжил,,,9.81767,68.3,12300,2104,1,,,False,False,
6312146239,выжил,,,9.81767,33.12,12300,17164,0.952309,20.9682,0.00889248,False,False,
6312146937,банкрот,2022,ProceedingsFinished,1,41.20,12300,245871,0.00870079,2.6769,0.00482065,False,False,коэффициент_автономии
6312153109,выжил,,,9.81767,49.4,12300,36085,0.0686818,,0.0219542,False,False,коэффициент_автономии
6312207604,выжил,,,9.81767,45.11.2,12300,,-18.9487,0.0501285,,False,False,коэффициент_автономии;текущая_ликвидность
6312208206,выжил,,,9.81767,43.29,12300,364,-0.0306122,0.970297,,False,False,коэффициент_автономии;текущая_ликвидность
6312209190,выжил,,,9.81767,73.11,12300,1648,0.85461,,,,False,
6313005287,выжил,,,9.81767,63.11.1,12300,168,0.928571,,0,False,False,
6313553974,выжил,,,9.81767,45.32,12300,3783,0.841207,,-0.810914,False,False,
6313559990,выжил,,,9.81767,41.20,12300,,,,,False,,
6314025208,выжил,,,9.81767,68.20.2,12300,286,1,,0,False,False,
6314036841,выжил,,,9.81767,68.2,12300,,0.934103,0.0513885,,False,True,текущая_ликвидность;убыток_2года
6315023838,выжил,,,9.81767,46.46,12300,709,0.101634,,0.236814,False,False,
6315598804,выжил,,,9.81767,58.13,12300,1038,0.384106,,0.151961,False,True,убыток_2года
6316188617,выжил,,,9.81767,43.91,12300,41678,0.0196395,1.00982,-0.758417,False,False,коэффициент_автономии
6316228122,выжил,,,9.81767,82.91,12300,80501,0.930643,14.4154,-1.5061,False,False,
6316255800,выжил,,,9.81767,94.99,20200,2807,0.879243,,-0.623482,False,False,
6317077268,выжил,,,9.81767,,12300,728040,0.0370873,0.991111,-0.26073,False,False,коэффициент_автономии;текущая_ликвидность
6317081881,выжил,,,9.81767,69.10,12300,900,0.125575,,0,False,False,
6317090406,выжил,,,9.81767,33.12,12300,,,,,False,,
6317125923,выжил,,,9.81767,32.50,12300,10221,0.579009,,-0.404948,False,False,
6317154177,банкрот,2022,ProceedingsStopped,1,69.10,12300,4382,-0.128788,,,,False,коэффициент_автономии
6318004463,выжил,,,9.81767,25.12,12300,9682,0.89456,,0.633396,False,False,падение_выручки
6318012873,выжил,,,9.81767,25.11,12300,2596,0.637306,,-0.0648072,False,False,
6318037363,выжил,,,9.81767,43.91,12300,4654,0.0934461,,0.373536,False,False,коэффициент_автономии
6318039970,выжил,,,9.81767,49.41,12300,33048,0.185294,1.18644,-0.424421,False,False,
6318056180,выжил,,,9.81767,,12300,7671,0.137827,,-0.728481,False,False,
6318057539,выжил,,,9.81767,71.12,12300,27041,0.000636605,,-3.15823,False,False,коэффициент_автономии
6318147694,выжил,,,9.81767,95.12,12300,1725,0.631579,2.71429,-0.223404,False,False,
6318180606,выжил,,,9.81767,68.32.1,20716,,,,,,,
6318228745,выжил,,,9.81767,73.11,12300,6686,0.58815,,-0.746148,False,False,
6319097132,выжил,,,9.81767,68.20,12300,5279,0.746537,3.15953,-0.0189153,False,False,
6319160137,выжил,,,9.81767,43.21,12300,9300,0.845336,,-2.05318,False,False,
6319177081,выжил,,,9.81767,46.69.9,12300,2432,0.40113,1.66981,-0.0685413,False,False,
6319226645,банкрот,2022,ProceedingsFinished,1,41.20,12300,67791,0.00247282,1.0026,-0.425468,False,False,коэффициент_автономии
6319234597,выжил,,,9.81767,46.41,12300,161757,0.416851,1.71483,0.16494,False,False,
6319253470,выжил,,,9.81767,49.42,12300,920,1,,,,False,
6319253624,выжил,,,9.81767,62.01,12300,,-42.1429,0.0302594,,False,False,коэффициент_автономии;текущая_ликвидность
6320040677,выжил,,,9.81767,46.90,12300,14913,0.0143903,1.0146,0.172144,False,False,коэффициент_автономии
6321086723,выжил,,,9.81767,68.32,12300,24733,0.0998285,,-0.00422266,False,False,коэффициент_автономии
6321143509,выжил,,,9.81767,68.32.2,71400,4437,,,-0.0349895,,False,
6321227967,выжил,,,9.81767,,12300,2283,-3.04202,0.247401,-0.469112,True,False,коэффициент_автономии;текущая_ликвидность;ча_отрицательные_2года
6321365854,выжил,,,9.81767,52.29,12300,2718,0.328638,,-0.463651,False,False,
6321459340,выжил,,,9.81767,43.99.4,12300,3238,0.0262314,0.959892,0.72139,False,False,коэффициент_автономии;падение_выручки;текущая_ликвидность
6321459693,банкрот,2022,ProceedingsStopped,1,46.69.5,12300,4099,0.0376079,,-7.55741,False,False,коэффициент_автономии
6322034083,выжил,,,9.81767,56.10,12300,,1,,,False,,
6323100236,выжил,,,9.81767,61.20.5,12300,690,0.202046,,-0.503268,False,False,
6324033198,выжил,,,9.81767,45.32.1,12300,416153,0.0433254,1.00891,-0.628811,False,False,коэффициент_автономии
6324044425,выжил,,,9.81767,46.73.6,12300,,0.945155,,,False,,
6324044880,выжил,,,9.81767,79.11,12300,13599,0.289499,,-0.893747,False,False,
6324068948,выжил,,,9.81767,47.30,12300,,0.0163399,,,False,False,коэффициент_автономии
6325034780,выжил,,,9.81767,47.78.9,12300,781,0.530333,,-0.104668,False,False,
6325036522,выжил,,,9.81767,60.10,19000,2109,1,,0.059322,False,False,
6325066799,выжил,,,9.81767,46.46,12300,206,,,0.569038,,False,падение_выручки
6330029680,выжил,,,9.81767,45.20,12300,10405,0.969291,28.4085,0.361578,False,False,
6330049132,выжил,,,9.81767,64.2,12300,2900,0.751244,,-0.380952,False,False,
6330073921,выжил,,,9.81767,46.73.6,12300,1258,0.0127437,,0.9465,False,False,коэффициент_автономии;падение_выручки
6376016605,выжил,,,9.81767,36.00.1,65243,17885,0.855737,5.97088,-0.0300639,False,True,убыток_2года
6376019780,выжил,,,9.81767,,20716,,,,,True,,ча_отрицательные_2года
6376029731,выжил,,,9.81767,,12300,89,-1.13235,,,,False,коэффициент_автономии
6377002595,банкрот,2022,Tender,1,01.11,12300,11522,0.285871,4.19281,0.330661,False,False,
6382019322,выжил,,,9.81767,,12300,14172,0.283126,1.35229,-1.16168,False,False,
6382075711,выжил,,,9.81767,46.39,12300,,1,,,False,,
6382081810,выжил,,,9.81767,93.19,12300,550,-3.925,,,True,True,коэффициент_автономии;убыток_2года;ча_отрицательные_2года
6408000135,выжил,,,9.81767,25.99,12300,806,0.460461,,-0.354622,False,False,
6415902960,выжил,,,9.81767,,30006,917,1,,-0.448657,False,False,
6432012780,выжил,,,9.81767,,12300,67380,0.267338,0.804228,-0.116543,False,False,текущая_ликвидность
6432234230,выжил,,,9.81767,68.32.2,20702,,,4.35106,,,,
6434007592,выжил,,,9.81767,68.32.2,20702,,,,,,,
6439091527,выжил,,,9.81767,68.32,20700,28,,102.346,0.45098,,False,
6439098868,выжил,,,9.81767,42.11,12300,37160,0.000922765,,,,False,коэффициент_автономии
6449005830,выжил,,,9.81767,43.13,12267,16637,0.809043,5.19638,0.301231,False,False,
6449072749,выжил,,,9.81767,79.11,12300,1560,0.987633,73.1429,-1.87293,False,False,
6449075429,выжил,,,9.81767,41.20,12300,,0.10508,0.288952,,False,False,текущая_ликвидность
6449095866,выжил,,,9.81767,64.30,12300,,,,,False,False,
6450064301,выжил,,,9.81767,,20702,,,6.34118,,,,
6450095596,выжил,,,9.81767,66.19,12300,1286,-0.827844,,0.615431,True,False,коэффициент_автономии;падение_выручки;ча_отрицательные_2года
6450609523,банкрот,2024,ProceedingsFinished,1,35.30.4,12300,15982,0.161506,1.55126,0.610319,False,False,падение_выручки
6450919638,выжил,,,9.81767,68.32.1,20716,1,,,0,,True,убыток_2года
6451002354,выжил,,,9.81767,,20101,,,,,,,
6451018202,выжил,,,9.81767,46.90,12300,4565,1,,,False,False,
6451107396,выжил,,,9.81767,,12267,24662,0.935335,14.5998,0.0472842,False,False,
6451415930,выжил,,,9.81767,47.73,12300,157676,-3.2541,0.605311,-0.0801428,True,True,коэффициент_автономии;текущая_ликвидность;убыток_2года;ча_отрицательные_2года
6452125341,выжил,2025,Tender,9.81767,41.20,12300,19630,0.0587453,1.09591,0.652345,False,False,коэффициент_автономии;падение_выручки
6452952567,выжил,,,9.81767,,12300,505,0.472088,1.89426,0.584704,False,,падение_выручки
6453064980,выжил,,,9.81767,,12300,1024,0.73927,,0.915741,False,False,падение_выручки
6453086448,выжил,,,9.81767,43.31,12300,29603,0.131767,1.15176,0.0179798,False,False,
6453132662,выжил,,,9.81767,46.73,12300,18124,0.468781,,-0.380771,False,False,
6453142220,банкрот,2024,Tender,1,68.32.1,12300,,1,,,False,,
6453144717,выжил,,,9.81767,52.21.24,20101,,,,,False,,
6453148920,выжил,,,9.81767,71.12,12300,10495,0.888283,5.44186,-0.487176,False,False,
6453161078,выжил,,,9.81767,46.73,12300,4733,-0.178201,,-0.74392,False,False,коэффициент_автономии
6454056968,выжил,,,9.81767,45.3,12300,12651,0.991881,,0.100917,False,False,
6455043626,банкрот,2023,Tender,1,68.32.1,12300,52151,-0.0514963,,0.312754,True,True,коэффициент_автономии;убыток_2года;ча_отрицательные_2года
6455063742,выжил,,,9.81767,41.20,12300,41193,-0.0200739,,-0.112993,True,False,коэффициент_автономии;ча_отрицательные_2года
6455069293,банкрот,2023,Tender,1,01.11,12300,16062,-0.232075,1.74394,0.578978,True,True,коэффициент_автономии;падение_выручки;убыток_2года;ча_отрицательные_2года
6501036249,выжил,,,9.81767,68.20.29,12267,50003,0.960926,9.48418,0.0866698,False,False,
6501189936,выжил,,,9.81767,69.20,12300,7286,0.948036,,-1.06052,False,False,
6501194414,выжил,,,9.81767,,20716,3741,,2.30583,-0.00618612,,False,
6501218312,выжил,,,9.81767,68.32.1,12300,3742,-0.180456,0.84713,-0.0348451,False,True,коэффициент_автономии;текущая_ликвидность;убыток_2года
6501233945,банкрот,2023,Tender,1,10.20,12300,,,,,False,,
6501240501,выжил,,,9.81767,46.38.1,12300,241017,0.206918,1.75715,-0.306021,False,False,
6501267359,банкрот,2023,ProceedingsFinished,1,23.63,12300,150421,0.56092,3.72589,0.122239,False,False,
6501269388,выжил,,,9.81767,,12300,49701,0.443743,,-0.172802,False,False,
6501270619,выжил,,,9.81767,03.11,12300,8870,0.387039,,0.626338,False,False,падение_выручки
6501286055,выжил,,,9.81767,41.20,12300,0,0.722433,,1,False,False,падение_выручки
6501298950,выжил,,,9.81767,,12300,93919,0.467723,1.86877,-0.0982109,False,False,
6501301144,банкрот,2023,Tender,1,42.12,12300,167048,0.112775,1.14797,0.50877,False,False,падение_выручки
6501307347,выжил,,,9.81767,41.20,12300,1075,-4.35052,,-0.429521,True,False,коэффициент_автономии;ча_отрицательные_2года
6501307851,выжил,,,9.81767,25.12,12300,17324,0.750312,,-0.914677,False,False,
6511005698,выжил,,,9.81767,,12100,160,-0.403614,0.708155,0.886364,True,True,коэффициент_автономии;падение_выручки;текущая_ликвидность;убыток_2года;ча_отрицательные_2года
6601014810,выжил,,,9.81767,46.73.1,12300,85704,0.45648,,-0.0402865,False,False,
6603012141,выжил,,,9.81767,01.13.1,20701,0,,,,,False,
6606022701,выжил,,,9.81767,47.11.1,12300,2860,0.518717,,0.500524,False,True,падение_выручки;убыток_2года
6611008251,выжил,,,9.81767,43.12.3,12300,26358,0.000472434,,0.378789,False,False,коэффициент_автономии
6612012540,выжил,,,9.81767,45.31.1,12300,,,,,,,
6617017823,выжил,,,9.81767,,20202,,,,,,,
6617023680,выжил,,,9.81767,68.32,12300,1403,0.869019,,-0.00429492,False,False,
6619005750,выжил,,,9.81767,68.32.1,12300,58793,0.438346,,0.0112675,False,False,
6623028767,выжил,,,9.81767,46.31,12300,512520,0.238688,1.38632,-0.315284,False,False,
6623039110,выжил,,,9.81767,86.10,12300,1806,0.993462,,0.215805,False,False,
6623074548,выжил,,,9.81767,73.1,12300,14440,0.927728,9.98459,-0.430411,False,False,
6625029396,выжил,,,9.81767,62.02,12300,6978,0.990821,43.68,-0.0471188,False,False,
6625044059,выжил,,,9.81767,24.10.6,12165,40656,0.146735,,-0.34258,False,False,
6625051987,выжил,,,9.81767,68.32.2,21001,,1,,,False,,
6627023167,выжил,,,9.81767,68.32.2,20702,,,,,,,
6631002882,выжил,,,9.81767,94.20,20202,,0,1,,False,,коэффициент_автономии
6634012590,выжил,,,9.81767,,12300,326,0.0332226,,-1.54688,False,True,коэффициент_автономии;убыток_2года
6646008936,выжил,,,9.81767,85.11,75404,,,,,,,
6648104265,выжил,,,9.81767,46.44.1,12300,3279,0.982955,58.6667,0.204319,False,False,
6658209482,выжил,,,9.81767,71.12.4,12300,3385,0.981558,,-1.31532,False,False,
6658270328,выжил,,,9.81767,55.1,12300,20210,0.896006,,-0.290879,False,False,
6658294230,выжил,,,9.81767,63.11.1,12300,,1,,,False,,
6658372383,выжил,,,9.81767,63.11.1,12300,104847,0.587418,,-0.0340349,False,False,
6658409837,выжил,,,9.81767,46.43.2,12300,0,-32.7559,,,True,False,коэффициент_автономии;ча_отрицательные_2года
6658440523,выжил,,,9.81767,71.1,19000,1931,0.73236,,0.217268,False,True,убыток_2года
6658486158,выжил,,,9.81767,46.90,12300,48946,0.286965,,-0.293738,False,False,
6658517776,выжил,,,9.81767,38.11,12300,,,,,,,
6658538818,выжил,,,9.81767,,12300,255891,-0.0549926,2.60816,,False,False,коэффициент_автономии
6658539297,выжил,,,9.81767,49.41,12300,6827,0.0794584,,,,False,коэффициент_автономии
6658548936,выжил,,,9.81767,56.10,12300,0,1,,,False,False,
6659101805,выжил,,,9.81767,47.62.2,12300,54348,0.137409,1.1545,0.316713,False,False,
6659120861,выжил,,,9.81767,47.30,12165,,0.500587,2.00235,,False,,
6659189380,выжил,,,9.81767,,12300,764,-15,,-0.342707,True,False,коэффициент_автономии;ча_отрицательные_2года
6660060800,выжил,,,9.81767,68.10,12300,,-19.4183,,,True,,коэффициент_автономии;ча_отрицательные_2года
6661002696,выжил,,,9.81767,94.99,20200,783,0,,0.0733728,,False,коэффициент_автономии
6662015754,банкрот,2022,ProceedingsStopped,1,46.72.2,12267,0,0.729993,3.21182,,False,False,
6662088329,выжил,,,9.81767,68.32.2,21002,,0,1,,False,,коэффициент_автономии
6665001213,выжил,,,9.81767,,12267,297719,0.542373,3.2861,-0.119918,False,False,
6667009144,выжил,,,9.81767,68.20.2,12300,17122,-0.659027,,-0.500613,True,False,коэффициент_автономии;ча_отрицательные_2года
6670108699,выжил,,,9.81767,,12300,3302,0.642746,,-0.185212,False,False,
6670196906,выжил,,,9.81767,,12300,120481,0.304442,1.45251,-0.0454246,False,False,
6670263479,выжил,,,9.81767,25.11,12300,16137,0.14308,1.16697,-0.125706,False,False,
6670272547,банкрот,2023,ProceedingsStopped,1,,12300,,-0.0910966,,,False,False,коэффициент_автономии
6670275386,выжил,,,9.81767,69.20,20614,,,,,,False,
6670318167,выжил,,,9.81767,,12300,1126,0.321902,,0.494841,False,False,
6670336279,выжил,,,9.81767,,12300,8911,0.860985,,-0.45367,False,False,
6670355779,выжил,,,9.81767,68.32,12300,0,0.22468,,1,False,True,падение_выручки;убыток_2года
6670376440,выжил,,,9.81767,28.1,12300,,0.00392773,,,False,,коэффициент_автономии
6670426028,выжил,,,9.81767,46.47,12300,767,0.0196982,0.916221,0.880623,False,False,коэффициент_автономии;падение_выручки;текущая_ликвидность
6670438016,выжил,,,9.81767,71.12,12300,38945,0.21381,1.05855,-0.307845,False,False,
6670462795,выжил,,,9.81767,46.72,12300,9436,0.213494,,0.513784,False,False,падение_выручки
6670491595,выжил,,,9.81767,43.21,12300,4126,0.352688,,-10.6554,False,False,
6670494444,выжил,,,9.81767,46.69.5,12300,6005,0.290323,,-1.14082,False,False,
6670499900,выжил,,,9.81767,88.10,20401,,,,,,,
6671002039,выжил,,,9.81767,73.11,12300,1600,0.516867,,-0.99005,False,False,
6671012968,банкрот,2023,Tender,1,43.21,12300,555138,0.0307348,0.984478,-0.87508,False,False,коэффициент_автономии;текущая_ликвидность
6671019000,выжил,,,9.81767,71.1,12300,0,0.00347436,1.92568,,False,False,коэффициент_автономии
6671023342,выжил,,,9.81767,71.11.1,19000,10138,0.345344,1.52752,-0.0187921,False,False,
6671037546,выжил,,,9.81767,,12300,7979,0.145855,1.17076,0.262092,False,False,
6671071392,выжил,,,9.81767,41.20,12300,,-1.22344,,,True,True,коэффициент_автономии;убыток_2года;ча_отрицательные_2года
6671080799,выжил,2025,Tender,9.81767,41.20,12300,168141,0.0580715,,0.479211,False,False,коэффициент_автономии
6671100396,выжил,,,9.81767,45.31,12300,17855,0.0682332,,-1.34502,False,False,коэффициент_автономии
6671101826,выжил,,,9.81767,46.72.2,12300,8050,-0.00838355,,0.190548,True,False,коэффициент_автономии;ча_отрицательные_2года
6671109913,выжил,,,9.81767,46.69,12300,95,0.00694444,1.00699,,False,False,коэффициент_автономии
6671235080,выжил,,,9.81767,,12300,,1,,,False,,
6671285500,выжил,,,9.81767,62.0,10000,172,0.0617284,,0.581509,False,False,коэффициент_автономии;падение_выручки
6671464026,выжил,,,9.81767,47.52.72,12300,11745,-0.413865,,-0.770692,True,False,коэффициент_автономии;ча_отрицательные_2года
6672186861,выжил,,,9.81767,45.31.1,12300,0,1,,,False,False,
6672191879,выжил,,,9.81767,,12300,5924,0.951401,,-0.57637,False,False,
6672195136,выжил,,,9.81767,,12300,266864,0.111254,1.12052,-0.0761122,False,False,
6672305029,выжил,,,9.81767,46.72.21,12300,236598,0.247261,,-0.740971,False,False,
6673124096,выжил,,,9.81767,,12300,,1,,,False,,
6673168706,выжил,,,9.81767,68.20,12300,1666,0.596326,,-0.319082,False,False,
6673203397,выжил,,,9.81767,96.0,12300,0,,,,True,False,ча_отрицательные_2года
6673214945,выжил,,,9.81767,93.29.9,71400,1299,1,,0.015163,False,False,
6673226620,выжил,,,9.81767,41.2,12300,,1,,,False,,
6673247852,выжил,,,9.81767,43.2,12165,217,0.859928,,0.771819,False,False,падение_выручки
6674100404,банкрот,2022,Tender,1,68.32.2,20701,,,,,,,
6674345884,выжил,,,9.81767,23.99.2,12300,189407,0.00977186,,-1.18887,False,False,коэффициент_автономии
6674351990,выжил,,,9.81767,,12300,,-0.128415,0.886199,,True,,коэффициент_автономии;текущая_ликвидность;ча_отрицательные_2года
6674363210,выжил,,,9.81767,,12300,0,1,,,False,True,убыток_2года
6674368899,выжил,,,9.81767,46.46,12300,147915,0.873228,,-0.0238245,False,False,
6677014721,выжил,,,9.81767,,12300,30,0.10089,,,,False,
6678024112,выжил,,,9.81767,45.3,12165,,1,,,False,,
6678042263,выжил,,,9.81767,46.69.5,19000,21588,0.625024,2.66684,0.655193,False,False,падение_выручки
6678054251,выжил,,,9.81767,68.32,12165,5736,-0.226843,0.8151,0.636893,True,True,коэффициент_автономии;падение_выручки;текущая_ликвидность;убыток_2года;ча_отрицательные_2года
6678066088,банкрот,2024,Tender,1,68.32,12300,55908,0.0257052,,-0.072555,False,False,коэффициент_автономии
6678067395,выжил,,,9.81767,46.74.2,12300,952,0.0864877,,0.718842,False,False,коэффициент_автономии;падение_выручки
6678067772,выжил,,,9.81767,68.32,20701,,,21.1,,,,
6678068896,выжил,,,9.81767,85.42,71400,5311,,,-0.0152934,,False,
6678079827,выжил,,,9.81767,25.11,12300,12965,0.15817,,0.563012,False,False,падение_выручки
6678091038,выжил,,,9.81767,71.12,12300,4503,0.65923,,-0.159372,False,False,
6678096251,выжил,,,9.81767,81.30,12300,4803,1,,-479.3,False,False,
6678106527,выжил,2026,Watching,9.81767,17.21,12300,14133,0.0595435,0.73637,-2.20331,False,False,коэффициент_автономии;текущая_ликвидность
6678108115,выжил,,,9.81767,,12300,126554,0.862136,6.14757,-0.0480402,False,False,
6678115088,выжил,,,9.81767,46.63,12300,3210,0.0111977,1.01132,,False,False,коэффициент_автономии
6679026828,выжил,,,9.81767,,12300,214,-0.310345,0.763158,-0.621212,True,False,коэффициент_автономии;текущая_ликвидность;ча_отрицательные_2года
6679036103,выжил,,,9.81767,23.20,12165,28596,0.453149,,-0.0367255,False,False,
6679043767,выжил,,,9.81767,,12300,2.63445e+06,0.288316,1.26014,-0.683225,False,False,
6679050482,выжил,,,9.81767,53.20.31,12165,48348,0.0543758,1.01019,-0.217006,False,False,коэффициент_автономии
6679070753,выжил,,,9.81767,46.74.2,12300,0,1,,1,False,,падение_выручки
6679074194,выжил,,,9.81767,,12300,242919,0.0635293,,-0.271361,False,False,коэффициент_автономии
6679078689,выжил,,,9.81767,46.13,12300,,,,,,,
6679113527,выжил,,,9.81767,,12300,4400,0.256874,,0.211045,False,False,
6679118483,выжил,,,9.81767,46.90,12300,12636,0.684987,3.17961,0.700128,False,False,падение_выручки
6680008439,выжил,,,9.81767,95.12,12300,4756,0.0102564,,-0.649098,False,False,коэффициент_автономии
6680008460,банкрот,2023,Tender,1,,65243,7850,-2.6722,0.272317,0.246713,True,True,коэффициент_автономии;текущая_ликвидность;убыток_2года;ча_отрицательные_2года
6682014396,выжил,,,9.81767,82.20,12300,2331,0.0666394,,-0.289983,False,False,коэффициент_автономии
6683001400,выжил,,,9.81767,,20702,,,,,,,
6683007120,выжил,,,9.81767,68.32,20716,0,,,,,False,
6684025668,выжил,,,9.81767,43.21,12300,2733,0.741984,,,False,False,
6684028482,выжил,,,9.81767,47.91.2,12300,21,0.380914,,0.926316,False,False,падение_выручки
6684033066,выжил,,,9.81767,25.11,12300,20404,0.247746,1.32934,-4.15643,False,False,
6685065487,банкрот,2022,ProceedingsStopped,1,41.20,12300,68177,0.386116,,0.062021,False,False,
6685085980,выжил,,,9.81767,,12300,2230,0.352381,,-0.457516,False,False,
6685086906,выжил,,,9.81767,79.11,12300,5085,0.0762305,,-4.35827,False,False,коэффициент_автономии
